Bytes,L1 Misses, L2 Misses, L3 Misses, Total Instructions, Time (s);
6400,576,137,23,3280056,0.000288;
6400,769,135,9,3280057,0.000303;
6400,489,121,2,3280056,0.000280;
6400,419,149,0,3280056,0.000279;
6400,352,189,13,3280056,0.000284;
6400,382,133,6,3280056,0.000279;
6400,446,118,1,3280056,0.000295;
6400,466,106,0,3280056,0.000279;
