Bytes,L1 Misses, L2 Misses, L3 Misses, Total Instructions, Time (s);
6400,422,129,23,3280056,0.000298;
6400,500,156,17,3280056,0.000288;
6400,477,118,17,3280056,0.000279;
6400,452,111,1,3280056,0.000278;
6400,505,135,36,3280056,0.000299;
6400,493,136,14,3280056,0.000279;
6400,470,111,0,3280056,0.000280;
6400,1457,385,2,3280056,0.000378;
