Bytes,L1 Misses, L2 Misses, L3 Misses, Total Instructions, Time (s);
57600,61681,3411,108,88259978,0.008235;
57600,84633,5820,249,88259978,0.008087;
57600,60391,1588,24,88259978,0.007334;
57600,125658,641,11,88259978,0.007302;
57600,130622,694,4,88259978,0.007312;
57600,66851,2423,11,88259978,0.007483;
57600,125342,1246,1,88259977,0.007262;
57600,126113,580,2,88259978,0.007303;
