Bytes,L1 Misses, L2 Misses, L3 Misses, Total Instructions, Time (s);
6400,482,140,24,3280056,0.000279;
6400,469,138,10,3280056,0.000286;
6400,574,139,20,3280056,0.000278;
6400,440,127,1,3280056,0.000278;
6400,447,206,88,3280056,0.000308;
6400,676,234,16,3280057,0.000328;
6400,482,115,1,3280056,0.000278;
6400,424,152,4,3280056,0.000277;
