Bytes,L1 Misses, L2 Misses, L3 Misses, Total Instructions, Time (s);
6400,348,115,22,3280056,0.000306;
6400,388,131,6,3280056,0.000298;
6400,397,125,13,3280056,0.000277;
6400,422,107,0,3280056,0.000285;
6400,408,124,16,3280056,0.000292;
6400,425,127,13,3280056,0.000280;
6400,429,116,0,3280056,0.000276;
6400,446,125,0,3280056,0.000279;
