Bytes,L1 Misses, L2 Misses, L3 Misses, Total Instructions, Time (s);
57600,46527,14741,168,88259979,0.008376;
57600,47393,13431,123,88259978,0.008157;
57600,42479,18029,23,88259977,0.007180;
57600,41601,7086,4,88259978,0.007223;
57600,66074,1022,5,88259978,0.007194;
57600,111645,13832,0,88259978,0.007253;
57600,132370,16730,2,88259978,0.007311;
57600,42289,7949,14,88259978,0.007344;
